2;naval_base;2832.00;9.50;131.00;-0.50;32
2;naval_base;2916.00;9.50;177.00;1.02;37
2;naval_base;2829.00;9.53;136.00;-0.98;32
2;naval_base;2831.00;9.55;317.00;-1.49;93
2;naval_base;2867.00;9.60;113.00;-0.44;32
2;naval_base;2986.00;9.55;212.00;0.19;37
2;naval_base;2793.00;10.32;274.00;-2.71;93
2;naval_base;2944.00;9.50;196.00;0.20;37
2;naval_base;2837.00;10.13;287.00;-2.41;93
2;naval_base;2823.00;9.50;157.00;-0.88;32
2;naval_base;2921.00;10.30;202.00;0.56;37
2;bunker;2872.00;12.15;200.00;3.66;0
2;bunker;2830.00;11.43;257.00;0.04;0
2;bunker;2814.00;11.50;262.00;2.70;0
2;bunker;2891.00;11.90;266.00;5.72;0
2;bunker;2809.00;11.65;225.00;0.64;0
2;bunker;2885.00;11.15;166.00;4.76;0
2;bunker;2945.00;11.70;236.00;2.61;0
2;bunker;2864.00;11.80;300.00;2.71;0
2;bunker;2829.00;11.80;203.00;0.55;0
2;bunker;2913.00;11.25;246.00;3.21;0
2;bunker;2894.00;11.55;142.00;4.77;0
2;bunker;2908.00;11.55;199.00;1.16;0
2;bunker;2846.00;10.43;274.00;5.28;0
2;bunker;2991.00;11.07;221.00;0.20;0
2;bunker;2875.00;11.57;172.00;3.22;0
2;bunker;2885.00;11.65;246.00;5.88;0
2;bunker;2833.00;10.93;142.00;2.26;0
2;bunker;2919.00;10.43;202.00;0.11;0
2;bunker;2844.00;11.60;149.00;1.67;0
2;bunker;2832.00;11.50;170.00;5.79;0
2;coastal_bunker;2866.00;9.50;117.00;-0.44;0
2;coastal_bunker;2781.00;10.13;275.00;-2.71;0
2;coastal_bunker;2915.00;10.23;164.00;1.02;0
2;coastal_bunker;2821.00;9.50;288.00;-1.49;0
2;coastal_bunker;2960.00;9.50;206.00;0.20;0
2;coastal_bunker;2826.00;9.88;149.00;-0.98;0
2;coastal_bunker;2971.00;9.50;207.00;0.19;0
2;coastal_bunker;2927.00;9.50;197.00;0.56;0
2;coastal_bunker;2831.00;9.90;287.00;-2.41;0
2;coastal_bunker;2847.00;9.50;124.00;-0.50;0
2;coastal_bunker;2821.00;9.50;159.00;-0.88;0
2;dockyard;2861.00;9.68;124.00;-0.50;0
2;anti_air_building;2932.00;10.00;192.00;2.33;0
2;anti_air_building;2813.00;11.45;267.00;3.89;0
2;anti_air_building;2876.00;11.80;261.00;1.73;0
2;synthetic_refinery;2840.00;11.40;272.00;4.40;0
2;radar_station;2888.00;11.53;215.00;2.31;0
2;rocket_site;2918.00;11.30;256.00;2.34;0
2;nuclear_reactor;2887.00;11.60;135.00;0.18;0
3;arms_factory;2948.00;11.35;265.00;5.74;0
3;arms_factory;3054.00;11.60;306.00;3.58;0
3;arms_factory;2988.00;9.90;319.00;5.14;0
3;arms_factory;2947.00;11.57;294.00;1.52;0
3;arms_factory;2916.00;11.23;317.00;4.19;0
3;arms_factory;2967.00;11.80;309.00;2.03;0
3;industrial_complex;3034.00;10.75;309.00;5.05;0
3;industrial_complex;2903.00;12.07;295.00;6.25;0
3;industrial_complex;3008.00;10.03;349.00;4.09;0
3;industrial_complex;2939.00;11.95;300.00;0.47;0
3;industrial_complex;2970.00;11.63;293.00;2.04;0
3;industrial_complex;2985.00;10.18;343.00;4.70;0
3;air_base;3013.00;9.98;323.00;2.54;0
3;naval_base;2979.00;10.20;314.00;-2.16;197
3;naval_base;2899.00;10.45;318.00;-3.09;197
3;naval_base;2975.00;9.80;317.00;-2.94;197
3;naval_base;2994.00;9.78;359.00;-2.43;197
3;naval_base;3015.00;9.80;379.00;-2.36;197
3;bunker;2916.00;12.35;308.00;5.21;0
3;bunker;2894.00;12.45;309.00;1.59;0
3;bunker;3054.00;10.85;363.00;4.25;0
3;bunker;3022.00;12.13;338.00;0.99;0
3;bunker;2998.00;9.93;348.00;3.66;0
3;bunker;2911.00;11.45;287.00;0.04;0
3;bunker;3029.00;10.45;365.00;2.70;0
3;bunker;2969.00;10.53;281.00;5.72;0
3;bunker;3044.00;11.90;317.00;0.64;0
3;bunker;3074.00;10.95;343.00;4.76;0
3;bunker;3016.00;10.05;376.00;2.61;0
3;bunker;3047.00;11.55;307.00;2.71;0
3;bunker;3004.00;9.80;360.00;0.55;0
3;bunker;2992.00;9.70;293.00;3.21;0
3;bunker;3065.00;11.25;349.00;4.77;0
3;coastal_bunker;2929.00;10.55;311.00;-2.94;0
3;coastal_bunker;3020.00;9.50;381.00;-2.36;0
3;coastal_bunker;2996.00;9.50;365.00;-2.43;0
3;coastal_bunker;2899.00;10.45;318.00;-3.09;0
3;coastal_bunker;2983.00;9.50;354.00;-2.16;0
3;dockyard;2979.00;9.50;318.00;-2.16;0
3;anti_air_building;3022.00;12.00;339.00;0.11;0
3;anti_air_building;2967.00;10.48;273.00;1.67;0
3;anti_air_building;3058.00;11.80;320.00;5.79;0
3;synthetic_refinery;3063.00;11.60;310.00;0.71;0
3;radar_station;2979.00;9.50;320.00;5.47;0
3;rocket_site;2996.00;9.70;309.00;0.11;0
3;nuclear_reactor;3000.00;10.20;299.00;2.78;0
4;arms_factory;3118.00;10.55;234.00;5.14;0
4;arms_factory;3100.00;10.75;231.00;1.52;0
4;arms_factory;3040.00;11.68;239.00;4.19;0
4;arms_factory;3128.00;11.25;259.00;2.03;0
4;arms_factory;3111.00;11.15;260.00;5.05;0
4;arms_factory;3037.00;11.80;219.00;6.25;0
4;industrial_complex;3101.00;10.75;220.00;4.09;0
4;industrial_complex;3119.00;10.43;220.00;0.47;0
4;industrial_complex;3057.00;11.40;258.00;2.04;0
4;industrial_complex;3107.00;11.20;249.00;4.70;0
4;industrial_complex;3125.00;10.90;249.00;2.54;0
4;industrial_complex;3051.00;10.30;195.00;3.74;0
4;air_base;3005.00;10.75;227.00;0.48;0
4;naval_base;3034.00;9.50;201.00;0.29;79
4;naval_base;3145.00;10.15;219.00;0.79;80
4;naval_base;3078.00;9.63;196.00;0.00;79
4;naval_base;3108.00;9.90;209.00;-4.55;80
4;naval_base;3022.00;9.63;209.00;0.43;79
4;naval_base;3120.00;9.50;215.00;0.12;80
4;bunker;3084.00;10.85;219.00;0.99;0
4;bunker;3057.00;11.48;272.00;3.66;0
4;bunker;3093.00;10.88;240.00;0.04;0
4;bunker;3106.00;10.38;191.00;2.70;0
4;bunker;3060.00;11.43;226.00;5.72;0
4;bunker;3007.00;11.57;242.00;0.64;0
4;bunker;3051.00;11.20;210.00;4.76;0
4;bunker;2981.00;11.32;260.00;2.61;0
4;bunker;3116.00;11.20;259.00;2.71;0
4;bunker;3004.00;11.00;221.00;0.55;0
4;bunker;3086.00;10.80;261.00;3.21;0
4;bunker;3145.00;10.20;225.00;4.77;0
4;bunker;3069.00;11.30;247.00;1.16;0
4;coastal_bunker;3151.00;9.93;219.00;0.79;0
4;coastal_bunker;3083.00;9.50;195.00;0.00;0
4;coastal_bunker;3031.00;9.63;206.00;0.29;0
4;coastal_bunker;3003.00;9.50;216.00;-1.11;0
4;coastal_bunker;3107.00;9.50;189.00;-0.07;0
4;coastal_bunker;3121.00;9.50;214.00;0.12;0
4;dockyard;3100.00;10.38;208.00;-4.55;0
4;anti_air_building;3025.00;11.80;238.00;5.79;0
4;anti_air_building;3110.00;11.10;258.00;0.71;0
4;anti_air_building;3128.00;11.15;258.00;4.83;0
4;synthetic_refinery;3038.00;11.80;217.00;0.11;0
4;radar_station;3063.00;11.80;235.00;3.61;0
4;rocket_site;3111.00;10.45;218.00;5.44;0
4;nuclear_reactor;3061.00;11.00;256.00;2.17;0
5;arms_factory;3177.00;11.20;309.00;4.19;0
5;arms_factory;3224.00;10.68;244.00;2.03;0
5;arms_factory;3185.00;10.40;231.00;5.05;0
5;arms_factory;3237.00;11.40;331.00;6.25;0
5;arms_factory;3201.00;10.10;261.00;4.09;0
5;arms_factory;3140.00;11.15;265.00;0.47;0
5;industrial_complex;3247.00;11.80;313.00;2.04;0
5;industrial_complex;3192.00;11.50;284.00;4.70;0
5;industrial_complex;3221.00;10.90;291.00;2.54;0
5;industrial_complex;3186.00;11.80;353.00;3.74;0
5;industrial_complex;3237.00;11.80;319.00;0.48;0
5;industrial_complex;3218.00;10.65;247.00;3.14;0
5;air_base;3166.00;10.57;222.00;5.81;0
5;naval_base;3196.00;9.50;254.00;0.28;80
5;naval_base;3226.00;10.20;246.00;0.24;80
5;naval_base;3249.00;9.50;247.00;0.14;80
5;naval_base;3204.00;9.50;250.00;-0.43;80
5;naval_base;3205.00;9.95;238.00;1.21;80
5;naval_base;3158.00;9.50;221.00;0.73;80
5;bunker;3202.00;11.80;337.00;0.04;0
5;bunker;3229.00;11.10;254.00;2.70;0
5;bunker;3225.00;10.90;350.00;5.72;0
5;bunker;3159.00;11.00;244.00;0.64;0
5;bunker;3175.00;10.45;250.00;4.76;0
5;bunker;3262.00;11.45;318.00;2.61;0
5;bunker;3169.00;11.23;297.00;2.71;0
5;bunker;3210.00;10.30;258.00;0.55;0
5;bunker;3272.00;11.15;346.00;3.21;0
5;bunker;3214.00;11.60;348.00;4.77;0
5;bunker;3259.00;11.23;290.00;1.16;0
5;bunker;3177.00;10.55;225.00;5.28;0
5;bunker;3218.00;11.15;272.00;0.20;0
5;bunker;3250.00;11.30;268.00;3.22;0
5;bunker;3217.00;11.20;306.00;5.88;0
5;bunker;3155.00;10.82;233.00;2.26;0
5;bunker;3192.00;10.28;259.00;0.11;0
5;bunker;3210.00;11.40;311.00;1.67;0
5;coastal_bunker;3198.00;9.70;261.00;0.28;0
5;coastal_bunker;3164.00;9.55;219.00;1.21;0
5;coastal_bunker;3231.00;9.98;237.00;0.24;0
5;coastal_bunker;3248.00;9.50;247.00;0.14;0
5;coastal_bunker;3212.00;9.50;246.00;-0.43;0
5;coastal_bunker;3153.00;9.50;222.00;0.73;0
5;dockyard;3186.00;9.90;227.00;1.21;0
5;anti_air_building;3184.00;9.90;255.00;3.38;0
5;anti_air_building;3157.00;11.40;259.00;1.22;0
5;anti_air_building;3255.00;11.45;309.00;5.34;0
5;synthetic_refinery;3201.00;11.18;280.00;5.45;0
5;radar_station;3203.00;11.30;288.00;4.25;0
5;rocket_site;3178.00;11.80;341.00;5.95;0
5;nuclear_reactor;3226.00;11.60;315.00;2.33;0
6;arms_factory;3211.00;10.38;193.00;5.05;0
6;arms_factory;3216.00;10.78;219.00;6.25;0
6;arms_factory;3185.00;10.35;213.00;4.09;0
6;arms_factory;3205.00;11.10;210.00;0.47;0
6;arms_factory;3218.00;10.98;196.00;2.04;0
6;arms_factory;3208.00;10.78;223.00;4.70;0
6;industrial_complex;3208.00;10.80;201.00;2.54;0
6;industrial_complex;3215.00;11.10;212.00;3.74;0
6;industrial_complex;3202.00;10.82;207.00;0.48;0
6;industrial_complex;3190.00;10.73;208.00;3.14;0
6;industrial_complex;3219.00;11.40;204.00;5.81;0
6;industrial_complex;3219.00;11.07;197.00;2.54;0
6;air_base;3219.00;10.78;217.00;5.21;0
6;naval_base;3204.00;10.00;225.00;-3.52;80
6;naval_base;3172.00;9.78;206.00;-1.77;80
6;naval_base;3225.00;9.85;195.00;0.46;80
6;naval_base;3223.00;9.63;222.00;-4.47;80
6;bunker;3222.00;10.80;217.00;0.04;0
6;bunker;3197.00;10.78;213.00;2.70;0
6;bunker;3215.00;10.80;221.00;5.72;0
6;bunker;3211.00;10.90;217.00;0.64;0
6;bunker;3220.00;11.00;197.00;4.76;0
6;coastal_bunker;3218.00;10.00;227.00;-3.52;0
6;coastal_bunker;3227.00;10.07;202.00;0.46;0
6;coastal_bunker;3195.00;9.50;200.00;-1.77;0
6;coastal_bunker;3237.00;9.80;216.00;-4.47;0
6;dockyard;3192.00;10.32;216.00;-1.77;0
6;anti_air_building;3184.00;10.00;208.00;1.16;0
6;anti_air_building;3225.00;10.73;203.00;5.28;0
6;anti_air_building;3208.00;10.90;215.00;0.20;0
6;synthetic_refinery;3220.00;10.95;216.00;3.22;0
6;radar_station;3206.00;11.10;210.00;1.13;0
6;rocket_site;3200.00;10.73;202.00;2.26;0
6;nuclear_reactor;3207.00;10.80;200.00;0.11;0
7;arms_factory;3117.00;11.60;362.00;4.09;0
7;arms_factory;3128.00;11.60;369.00;0.47;0
7;arms_factory;3135.00;11.18;285.00;2.04;0
7;arms_factory;3078.00;11.50;381.00;4.70;0
7;arms_factory;3078.00;11.50;388.00;2.54;0
7;arms_factory;3141.00;11.35;311.00;3.74;0
7;industrial_complex;3143.00;11.80;392.00;0.48;0
7;industrial_complex;3096.00;11.45;352.00;3.14;0
7;industrial_complex;3082.00;11.80;306.00;5.81;0
7;industrial_complex;3120.00;11.50;406.00;2.54;0
7;industrial_complex;3146.00;11.80;363.00;5.21;0
7;industrial_complex;3090.00;10.82;335.00;1.59;0
7;air_base;3112.00;11.70;361.00;4.25;0
7;bunker;3122.00;11.80;368.00;0.99;0
7;bunker;3103.00;11.75;296.00;3.66;0
7;bunker;3154.00;11.70;389.00;0.04;0
7;bunker;3131.00;11.43;301.00;2.70;0
7;bunker;3124.00;11.50;342.00;5.72;0
7;bunker;3099.00;11.40;361.00;0.64;0
7;bunker;3117.00;11.40;398.00;4.76;0
7;bunker;3087.00;11.40;402.00;2.61;0
7;bunker;3164.00;11.55;378.00;2.71;0
7;bunker;3144.00;10.85;288.00;0.55;0
7;bunker;3139.00;11.50;276.00;3.21;0
7;bunker;3094.00;11.18;282.00;4.77;0
7;bunker;3096.00;10.55;334.00;1.16;0
7;bunker;3148.00;10.78;280.00;5.28;0
7;bunker;3156.00;11.80;336.00;0.20;0
7;anti_air_building;3103.00;10.95;385.00;3.22;0
7;anti_air_building;3142.00;11.20;309.00;5.88;0
7;anti_air_building;3150.00;11.80;389.00;2.26;0
7;synthetic_refinery;3090.00;11.40;361.00;0.11;0
7;radar_station;3125.00;11.45;345.00;3.30;0
7;rocket_site;3128.00;11.40;403.00;5.79;0
7;nuclear_reactor;3107.00;11.60;323.00;0.71;0
8;arms_factory;3269.00;11.40;289.00;2.04;0
8;arms_factory;3280.00;11.63;274.00;4.70;0
8;arms_factory;3324.00;10.48;248.00;2.54;0
8;arms_factory;3278.00;10.82;279.00;3.74;0
8;arms_factory;3293.00;11.57;264.00;0.48;0
8;arms_factory;3289.00;10.78;284.00;3.14;0
8;industrial_complex;3266.00;11.40;271.00;5.81;0
8;industrial_complex;3330.00;11.00;298.00;2.54;0
8;industrial_complex;3297.00;10.65;275.00;5.21;0
8;industrial_complex;3322.00;10.60;306.00;1.59;0
8;industrial_complex;3274.00;10.55;249.00;4.25;0
8;industrial_complex;3278.00;11.30;267.00;0.99;0
8;air_base;3309.00;10.32;295.00;3.66;0
8;naval_base;3264.00;9.93;246.00;-0.73;80
8;naval_base;3328.00;9.50;244.00;-0.12;95
8;naval_base;3315.00;9.50;242.00;0.10;95
8;bunker;3341.00;11.07;308.00;0.64;0
8;bunker;3305.00;10.40;254.00;4.76;0
8;bunker;3321.00;10.68;278.00;2.61;0
8;bunker;3331.00;11.48;261.00;2.71;0
8;bunker;3293.00;11.70;272.00;0.55;0
8;bunker;3269.00;9.90;243.00;3.21;0
8;bunker;3341.00;10.85;254.00;4.77;0
8;coastal_bunker;3279.00;9.50;226.00;-0.73;0
8;coastal_bunker;3305.00;9.50;240.00;0.10;0
8;coastal_bunker;3346.00;10.00;249.00;-0.12;0
8;dockyard;3275.00;9.57;227.00;-0.73;0
8;anti_air_building;3302.00;10.45;273.00;5.88;0
8;anti_air_building;3346.00;11.20;258.00;2.26;0
8;anti_air_building;3323.00;10.75;253.00;0.11;0
8;synthetic_refinery;3323.00;11.50;262.00;1.67;0
8;radar_station;3306.00;10.32;272.00;6.24;0
8;rocket_site;3296.00;10.53;289.00;0.71;0
8;nuclear_reactor;3331.00;10.73;253.00;4.83;0
9;arms_factory;3456.00;10.82;266.00;2.54;0
9;arms_factory;3386.00;9.70;269.00;3.74;0
9;arms_factory;3374.00;10.95;296.00;0.48;0
9;arms_factory;3411.00;10.32;237.00;3.14;0
9;arms_factory;3436.00;10.95;297.00;5.81;0
9;arms_factory;3421.00;10.78;273.00;2.54;0
9;industrial_complex;3367.00;11.80;265.00;5.21;0
9;industrial_complex;3396.00;11.38;248.00;1.59;0
9;industrial_complex;3448.00;10.35;261.00;4.25;0
9;industrial_complex;3423.00;11.60;304.00;0.99;0
9;industrial_complex;3373.00;10.73;273.00;3.66;0
9;industrial_complex;3435.00;11.30;277.00;0.04;0
9;air_base;3404.00;10.07;259.00;2.70;0
9;naval_base;3472.00;9.53;269.00;0.59;81
9;naval_base;3477.00;9.57;275.00;1.03;81
9;naval_base;3388.00;9.68;243.00;-0.42;95
9;naval_base;3417.00;9.50;237.00;0.79;81
9;naval_base;3441.00;9.50;257.00;0.00;81
9;naval_base;3403.00;9.50;237.00;-0.73;95
9;naval_base;3366.00;9.50;247.00;0.24;95
9;naval_base;3368.00;9.63;247.00;0.43;95
9;bunker;3414.00;11.60;310.00;1.16;0
9;bunker;3369.00;11.30;257.00;5.28;0
9;bunker;3385.00;9.98;266.00;0.20;0
9;bunker;3365.00;10.95;297.00;3.22;0
9;bunker;3401.00;10.60;241.00;5.88;0
9;bunker;3364.00;10.78;271.00;2.26;0
9;bunker;3386.00;10.18;251.00;0.11;0
9;bunker;3450.00;10.65;263.00;1.67;0
9;bunker;3455.00;11.00;283.00;5.79;0
9;bunker;3411.00;10.32;237.00;0.71;0
9;bunker;3488.00;10.07;282.00;4.83;0
9;bunker;3360.00;10.90;254.00;0.11;0
9;bunker;3473.00;10.32;273.00;2.78;0
9;coastal_bunker;3435.00;9.95;255.00;0.00;0
9;coastal_bunker;3360.00;9.50;248.00;0.24;0
9;coastal_bunker;3464.00;9.85;264.00;0.59;0
9;coastal_bunker;3489.00;9.50;279.00;1.03;0
9;coastal_bunker;3367.00;9.50;247.00;0.43;0
9;coastal_bunker;3410.00;9.50;235.00;-0.64;0
9;coastal_bunker;3391.00;9.50;242.00;-0.42;0
9;coastal_bunker;3431.00;10.03;253.00;-4.50;0
9;dockyard;3429.00;9.90;250.00;-4.50;0
9;anti_air_building;3455.00;10.80;265.00;3.89;0
9;anti_air_building;3398.00;11.70;303.00;1.73;0
9;anti_air_building;3369.00;10.82;295.00;4.40;0
9;synthetic_refinery;3438.00;11.32;280.00;0.78;0
9;radar_station;3423.00;11.40;279.00;5.25;0
9;rocket_site;3396.00;10.40;273.00;0.18;0
9;nuclear_reactor;3377.00;11.40;312.00;2.84;0
10;arms_factory;3460.00;10.55;386.00;0.48;0
10;arms_factory;3402.00;10.73;384.00;3.14;0
10;arms_factory;3489.00;10.13;365.00;5.81;0
10;arms_factory;3443.00;10.90;340.00;2.54;0
10;arms_factory;3412.00;10.40;338.00;5.21;0
10;arms_factory;3470.00;11.43;344.00;1.59;0
10;industrial_complex;3424.00;11.85;365.00;4.25;0
10;industrial_complex;3512.00;11.20;320.00;0.99;0
10;industrial_complex;3420.00;11.45;372.00;3.66;0
10;industrial_complex;3411.00;11.25;327.00;0.04;0
10;industrial_complex;3527.00;10.45;368.00;2.70;0
10;industrial_complex;3452.00;11.05;316.00;5.72;0
10;air_base;3544.00;10.23;373.00;0.64;0
10;naval_base;3420.00;10.13;384.00;-3.05;257
10;naval_base;3495.00;9.50;279.00;0.84;81
10;naval_base;3466.00;9.93;386.00;-4.39;257
10;naval_base;3498.00;9.95;378.00;-1.57;257
10;naval_base;3561.00;9.63;369.00;1.57;169
10;naval_base;3525.00;10.05;377.00;-3.22;257
10;naval_base;3460.00;9.93;375.00;-3.61;257
10;naval_base;3560.00;10.23;352.00;-4.60;169
10;naval_base;3494.00;9.50;369.00;-3.87;257
10;naval_base;3537.00;9.50;315.00;0.32;169
10;naval_base;3554.00;10.03;326.00;1.19;169
10;naval_base;3527.00;9.57;313.00;0.67;169
10;bunker;3426.00;9.70;333.00;0.11;0
10;bunker;3511.00;11.50;336.00;1.67;0
10;bunker;3397.00;11.50;349.00;5.79;0
10;bunker;3484.00;11.10;356.00;0.71;0
10;bunker;3466.00;9.80;300.00;4.83;0
10;bunker;3480.00;11.80;344.00;0.11;0
10;bunker;3548.00;9.90;359.00;2.78;0
10;bunker;3522.00;11.45;328.00;5.44;0
10;bunker;3466.00;9.90;380.00;2.17;0
10;bunker;3465.00;11.45;342.00;3.38;0
10;bunker;3493.00;10.60;376.00;1.22;0
10;bunker;3518.00;10.88;360.00;5.34;0
10;bunker;3533.00;9.85;363.00;5.45;0
10;bunker;3394.00;11.07;325.00;3.29;0
10;bunker;3464.00;10.20;386.00;5.95;0
10;bunker;3551.00;10.68;341.00;2.33;0
10;bunker;3495.00;9.70;283.00;3.89;0
10;bunker;3530.00;10.63;350.00;1.73;0
10;bunker;3420.00;11.20;376.00;4.40;0
10;bunker;3532.00;10.07;316.00;0.78;0
10;coastal_bunker;3407.00;10.00;386.00;-3.05;0
10;coastal_bunker;3493.00;10.15;383.00;-1.57;0
10;coastal_bunker;3501.00;10.00;370.00;-3.87;0
10;coastal_bunker;3439.00;9.98;394.00;-4.39;0
10;coastal_bunker;3502.00;9.50;278.00;0.84;0
10;coastal_bunker;3551.00;9.63;381.00;-3.14;0
10;coastal_bunker;3467.00;9.63;376.00;-3.61;0
10;coastal_bunker;3559.00;10.07;355.00;-4.60;0
10;coastal_bunker;3559.00;9.50;329.00;1.19;0
10;coastal_bunker;3505.00;10.00;370.00;-3.22;0
10;coastal_bunker;3513.00;9.90;305.00;0.07;0
10;coastal_bunker;3535.00;9.50;315.00;0.32;0
10;dockyard;3509.00;9.98;373.00;-3.22;0
10;anti_air_building;3560.00;10.65;378.00;1.80;0
10;anti_air_building;3394.00;10.78;331.00;4.46;0
10;anti_air_building;3463.00;11.48;359.00;6.03;0
10;synthetic_refinery;3405.00;11.30;368.00;2.41;0
10;radar_station;3471.00;11.23;337.00;1.33;0
10;rocket_site;3477.00;11.20;337.00;1.45;0
10;nuclear_reactor;3453.00;11.00;311.00;4.47;0
11;arms_factory;3295.00;10.88;372.00;5.81;0
11;arms_factory;3375.00;11.13;338.00;2.54;0
11;arms_factory;3350.00;11.15;324.00;5.21;0
11;arms_factory;3324.00;10.32;361.00;1.59;0
11;arms_factory;3363.00;11.80;349.00;4.25;0
11;arms_factory;3328.00;11.15;319.00;0.99;0
11;industrial_complex;3296.00;10.73;349.00;3.66;0
11;industrial_complex;3372.00;10.90;323.00;0.04;0
11;industrial_complex;3282.00;11.13;328.00;2.70;0
